c
c test max format
10000.0 -841 -871 0
10000.0 -841 -872 0
10000.0 -841 -873 0
10000.0 -841 -874 0
10000.0 -841 -875 0
10000.0 -841 -876 0
10000.0 -841 -877 0
10000.0 -841 -878 0
10000.0 -841 -879 0
10000.0 -841 -880 0
10000.0 -841 -881 0
10000.0 -841 -882 0
10000.0 -841 -883 0
10000.0 -841 -884 0
10000.0 -841 -885 0
10000.0 -841 -886 0
10000.0 -841 -887 0
10000.0 -841 -888 0
10000.0 -841 -889 0
10000.0 -841 -890 0
10000.0 -841 -891 0
10000.0 -841 -892 0
10000.0 -841 -893 0
10000.0 -841 -894 0
10000.0 -841 -895 0
10000.0 -842 -843 0
10000.0 -842 -844 0
10000.0 -842 -845 0
10000.0 -842 -846 0
10000.0 -842 -847 0
10000.0 -842 -848 0
10000.0 -842 -849 0
10000.0 -842 -850 0
10000.0 -842 -851 0
10000.0 -842 -852 0
10000.0 -842 -853 0
10000.0 -842 -854 0
10000.0 -842 -855 0
10000.0 -842 -856 0
10000.0 -842 -857 0
10000.0 -842 -858 0
10000.0 -842 -859 0
10000.0 -842 -860 0
10000.0 -842 -861 0
10000.0 -842 -862 0
10000.0 -842 -863 0
10000.0 -842 -864 0
10000.0 -842 -865 0
10000.0 -842 -866 0
10000.0 -842 -867 0
10000.0 -842 -868 0
10000.0 -842 -869 0
10000.0 -842 -870 0
10000.0 -842 -871 0
10000.0 -842 -872 0
10000.0 -842 -873 0
10000.0 -842 -874 0
10000.0 -842 -875 0
10000.0 -842 -876 0
10000.0 -842 -877 0
10000.0 -842 -878 0
10000.0 -842 -879 0
10000.0 -842 -880 0
10000.0 -842 -881 0
10000.0 -842 -882 0
10000.0 -842 -883 0
10000.0 -842 -884 0
10000.0 -842 -885 0
10000.0 -842 -886 0
10000.0 -842 -887 0
10000.0 -842 -888 0
10000.0 -842 -889 0
10000.0 -842 -890 0
10000.0 -842 -891 0
10000.0 -842 -892 0
10000.0 -842 -893 0
10000.0 -842 -894 0
10000.0 -842 -895 0
10000.0 -843 -844 0
10000.0 -843 -845 0
10000.0 -843 -846 0
10000.0 -843 -847 0
10000.0 -843 -848 0
10000.0 -843 -849 0
10000.0 -843 -850 0
10000.0 -843 -851 0
10000.0 -843 -852 0
10000.0 -843 -853 0
10000.0 -843 -854 0
10000.0 -843 -855 0
10000.0 -843 -856 0
10000.0 -843 -857 0
10000.0 -843 -858 0
10000.0 -843 -859 0
10000.0 -843 -860 0
10000.0 -843 -861 0
10000.0 -843 -862 0
10000.0 -843 -863 0
10000.0 -843 -864 0
10000.0 -843 -865 0
10000.0 -843 -866 0
10000.0 -843 -867 0
10000.0 -843 -868 0
10000.0 -843 -869 0
10000.0 -843 -870 0
10000.0 -843 -871 0
10000.0 -843 -872 0
10000.0 -843 -873 0
10000.0 -843 -874 0
10000.0 -843 -875 0
10000.0 -843 -876 0
10000.0 -843 -877 0
10000.0 -843 -878 0
10000.0 -843 -879 0
10000.0 -843 -880 0
10000.0 -843 -881 0
10000.0 -843 -882 0
10000.0 -843 -883 0
10000.0 -843 -884 0
10000.0 -843 -885 0
10000.0 -843 -886 0
10000.0 -843 -887 0
10000.0 -843 -888 0
10000.0 -843 -889 0
10000.0 -843 -890 0
10000.0 -843 -891 0
10000.0 -843 -892 0
10000.0 -843 -893 0
10000.0 -843 -894 0
10000.0 -843 -895 0
10000.0 -844 -845 0
10000.0 -844 -846 0
10000.0 -844 -847 0
10000.0 -844 -848 0
10000.0 -844 -849 0
10000.0 -844 -850 0
10000.0 -844 -851 0
10000.0 -844 -852 0
10000.0 -844 -853 0
10000.0 -844 -854 0
10000.0 -844 -855 0
10000.0 -844 -856 0
10000.0 -844 -857 0
10000.0 -844 -858 0
10000.0 -844 -859 0
10000.0 -844 -860 0
10000.0 -844 -861 0
10000.0 -844 -862 0
10000.0 -844 -863 0
10000.0 -844 -864 0
10000.0 -844 -865 0
10000.0 -844 -866 0
10000.0 -844 -867 0
10000.0 -844 -868 0
10000.0 -844 -869 0
10000.0 -844 -870 0
10000.0 -844 -871 0
10000.0 -844 -872 0
10000.0 -844 -873 0
10000.0 -844 -874 0
10000.0 -844 -875 0
10000.0 -844 -876 0
10000.0 -844 -877 0
10000.0 -844 -878 0
10000.0 -844 -879 0
10000.0 -844 -880 0
10000.0 -844 -881 0
10000.0 -844 -882 0
10000.0 -844 -883 0
10000.0 -844 -884 0
10000.0 -844 -885 0
10000.0 -844 -886 0
10000.0 -844 -887 0
10000.0 -844 -888 0
10000.0 -844 -889 0
10000.0 -844 -890 0
10000.0 -844 -891 0
10000.0 -844 -892 0
10000.0 -844 -893 0
10000.0 -844 -894 0
10000.0 -844 -895 0
10000.0 -845 -846 0
10000.0 -845 -847 0
10000.0 -845 -848 0
10000.0 -845 -849 0
10000.0 -845 -850 0
10000.0 -845 -851 0
10000.0 -845 -852 0
10000.0 -845 -853 0
10000.0 -845 -854 0
10000.0 -845 -855 0
10000.0 -845 -856 0
10000.0 -845 -857 0
10000.0 -845 -858 0
10000.0 -845 -859 0
10000.0 -845 -860 0
10000.0 -845 -861 0
10000.0 -845 -862 0
10000.0 -845 -863 0
10000.0 -845 -864 0
10000.0 -845 -865 0
10000.0 -845 -866 0
10000.0 -845 -867 0
10000.0 -845 -868 0
10000.0 -845 -869 0
10000.0 -845 -870 0
10000.0 -845 -871 0
10000.0 -845 -872 0
10000.0 -845 -873 0
10000.0 -845 -874 0
10000.0 -845 -875 0
10000.0 -845 -876 0
10000.0 -845 -877 0
10000.0 -845 -878 0
10000.0 -845 -879 0
10000.0 -845 -880 0
10000.0 -845 -881 0
10000.0 -845 -882 0
10000.0 -845 -883 0
10000.0 -845 -884 0
10000.0 -845 -885 0
10000.0 -845 -886 0
10000.0 -845 -887 0
10000.0 -845 -888 0
10000.0 -845 -889 0
10000.0 -845 -890 0
10000.0 -845 -891 0
10000.0 -845 -892 0
10000.0 -845 -893 0
10000.0 -845 -894 0
10000.0 -845 -895 0
10000.0 -846 -847 0
10000.0 -846 -848 0
10000.0 -846 -849 0
10000.0 -846 -850 0
10000.0 -846 -851 0
10000.0 -846 -852 0
10000.0 -846 -853 0
10000.0 -846 -854 0
10000.0 -846 -855 0
10000.0 -846 -856 0
10000.0 -846 -857 0
10000.0 -846 -858 0
10000.0 -846 -859 0
10000.0 -846 -860 0
10000.0 -846 -861 0
10000.0 -846 -862 0
10000.0 -846 -863 0
10000.0 -846 -864 0
10000.0 -846 -865 0
10000.0 -846 -866 0
10000.0 -846 -867 0
10000.0 -846 -868 0
10000.0 -846 -869 0
10000.0 -846 -870 0
10000.0 -846 -871 0
10000.0 -846 -872 0
10000.0 -846 -873 0
10000.0 -846 -874 0
10000.0 -846 -875 0
10000.0 -846 -876 0
10000.0 -846 -877 0
10000.0 -846 -878 0
10000.0 -846 -879 0
10000.0 -846 -880 0
10000.0 -846 -881 0
10000.0 -846 -882 0
10000.0 -846 -883 0
10000.0 -846 -884 0
10000.0 -846 -885 0
10000.0 -846 -886 0
10000.0 -846 -887 0
10000.0 -846 -888 0
10000.0 -846 -889 0
10000.0 -846 -890 0
10000.0 -846 -891 0
10000.0 -846 -892 0
10000.0 -846 -893 0
10000.0 -846 -894 0
10000.0 -846 -895 0
10000.0 -847 -848 0
10000.0 -847 -849 0
10000.0 -847 -850 0
10000.0 -847 -851 0
10000.0 -847 -852 0
10000.0 -847 -853 0
10000.0 -847 -854 0
10000.0 -847 -855 0
10000.0 -847 -856 0
10000.0 -847 -857 0
10000.0 -847 -858 0
10000.0 -847 -859 0
10000.0 -847 -860 0
10000.0 -847 -861 0
10000.0 -847 -862 0
10000.0 -847 -863 0
10000.0 -847 -864 0
10000.0 -847 -865 0
10000.0 -847 -866 0
10000.0 -847 -867 0
10000.0 -847 -868 0
10000.0 -847 -869 0
10000.0 -847 -870 0
10000.0 -847 -871 0
10000.0 -847 -872 0
10000.0 -847 -873 0
10000.0 -847 -874 0
10000.0 -847 -875 0
10000.0 -847 -876 0
10000.0 -847 -877 0
10000.0 -847 -878 0
10000.0 -847 -879 0
10000.0 -847 -880 0
10000.0 -847 -881 0
10000.0 -847 -882 0
10000.0 -847 -883 0
10000.0 -847 -884 0
10000.0 -847 -885 0
10000.0 -847 -886 0
10000.0 -847 -887 0
10000.0 -847 -888 0
10000.0 -847 -889 0
10000.0 -847 -890 0
10000.0 -847 -891 0
10000.0 -847 -892 0
10000.0 -847 -893 0
10000.0 -847 -894 0
10000.0 -847 -895 0
10000.0 -848 -849 0
10000.0 -848 -850 0
10000.0 -848 -851 0
10000.0 -848 -852 0
10000.0 -848 -853 0
10000.0 -848 -854 0
10000.0 -848 -855 0
10000.0 -848 -856 0
10000.0 -848 -857 0
10000.0 -848 -858 0
10000.0 -848 -859 0
10000.0 -848 -860 0
10000.0 -848 -861 0
10000.0 -848 -862 0
10000.0 -848 -863 0
10000.0 -848 -864 0
10000.0 -848 -865 0
10000.0 -848 -866 0
10000.0 -848 -867 0
10000.0 -848 -868 0
10000.0 -848 -869 0
10000.0 -848 -870 0
10000.0 -848 -871 0
10000.0 -848 -872 0
10000.0 -848 -873 0
10000.0 -848 -874 0
10000.0 -848 -875 0
10000.0 -848 -876 0
10000.0 -848 -877 0
10000.0 -848 -878 0
10000.0 -848 -879 0
10000.0 -848 -880 0
10000.0 -848 -881 0
10000.0 -848 -882 0
10000.0 -848 -883 0
10000.0 -848 -884 0
10000.0 -848 -885 0
10000.0 -848 -886 0
10000.0 -848 -887 0
10000.0 -848 -888 0
10000.0 -848 -889 0
10000.0 -848 -890 0
10000.0 -848 -891 0
10000.0 -848 -892 0
10000.0 -848 -893 0
10000.0 -848 -894 0
10000.0 -848 -895 0
10000.0 -849 -850 0
10000.0 -849 -851 0
10000.0 -849 -852 0
10000.0 -849 -853 0
10000.0 -849 -854 0
10000.0 -849 -855 0
10000.0 -849 -856 0
10000.0 -849 -857 0
10000.0 -849 -858 0
10000.0 -849 -859 0
10000.0 -849 -860 0
10000.0 -849 -861 0
10000.0 -849 -862 0
10000.0 -849 -863 0
10000.0 -849 -864 0
10000.0 -849 -865 0
10000.0 -849 -866 0
10000.0 -849 -867 0
10000.0 -849 -868 0
10000.0 -849 -869 0
10000.0 -849 -870 0
10000.0 -849 -871 0
10000.0 -849 -872 0
10000.0 -849 -873 0
10000.0 -849 -874 0
10000.0 -849 -875 0
10000.0 -849 -876 0
10000.0 -849 -877 0
10000.0 -849 -878 0
10000.0 -849 -879 0
10000.0 -849 -880 0
10000.0 -849 -881 0
10000.0 -849 -882 0
10000.0 -849 -883 0
10000.0 -849 -884 0
10000.0 -849 -885 0
10000.0 -849 -886 0
10000.0 -849 -887 0
10000.0 -849 -888 0
10000.0 -849 -889 0
10000.0 -849 -890 0
10000.0 -849 -891 0
10000.0 -849 -892 0
10000.0 -849 -893 0
10000.0 -849 -894 0
10000.0 -849 -895 0
10000.0 -850 -851 0
10000.0 -850 -852 0
10000.0 -850 -853 0
10000.0 -850 -854 0
10000.0 -850 -855 0
10000.0 -850 -856 0
10000.0 -850 -857 0
10000.0 -850 -858 0
10000.0 -850 -859 0
10000.0 -850 -860 0
10000.0 -850 -861 0
10000.0 -850 -862 0
10000.0 -850 -863 0
10000.0 -850 -864 0
10000.0 -850 -865 0
10000.0 -850 -866 0
10000.0 -850 -867 0
10000.0 -850 -868 0
10000.0 -850 -869 0
10000.0 -850 -870 0
10000.0 -850 -871 0
10000.0 -850 -872 0
10000.0 -850 -873 0
10000.0 -850 -874 0
10000.0 -850 -875 0
10000.0 -850 -876 0
10000.0 -850 -877 0
10000.0 -850 -878 0
10000.0 -850 -879 0
10000.0 -850 -880 0
10000.0 -850 -881 0
10000.0 -850 -882 0
10000.0 -850 -883 0
10000.0 -850 -884 0
10000.0 -850 -885 0
10000.0 -850 -886 0
10000.0 -850 -887 0
10000.0 -850 -888 0
10000.0 -850 -889 0
10000.0 -850 -890 0
10000.0 -850 -891 0
10000.0 -850 -892 0
10000.0 -850 -893 0
10000.0 -850 -894 0
10000.0 -850 -895 0
10000.0 -851 -852 0
10000.0 -851 -853 0
10000.0 -851 -854 0
10000.0 -851 -855 0
10000.0 -851 -856 0
10000.0 -851 -857 0
10000.0 -851 -858 0
10000.0 -851 -859 0
10000.0 -851 -860 0
10000.0 -851 -861 0
10000.0 -851 -862 0
10000.0 -851 -863 0
10000.0 -851 -864 0
10000.0 -851 -865 0
10000.0 -851 -866 0
10000.0 -851 -867 0
10000.0 -851 -868 0
10000.0 -851 -869 0
10000.0 -851 -870 0
10000.0 -851 -871 0
10000.0 -851 -872 0
10000.0 -851 -873 0
10000.0 -851 -874 0
10000.0 -851 -875 0
10000.0 -851 -876 0
10000.0 -851 -877 0
10000.0 -851 -878 0
10000.0 -851 -879 0
10000.0 -851 -880 0
10000.0 -851 -881 0
10000.0 -851 -882 0
10000.0 -851 -883 0
10000.0 -851 -884 0
10000.0 -851 -885 0
10000.0 -851 -886 0
10000.0 -851 -887 0
10000.0 -851 -888 0
10000.0 -851 -889 0
10000.0 -851 -890 0
10000.0 -851 -891 0
10000.0 -851 -892 0
10000.0 -851 -893 0
10000.0 -851 -894 0
10000.0 -851 -895 0
10000.0 -852 -853 0
10000.0 -852 -854 0
10000.0 -852 -855 0
10000.0 -852 -856 0
10000.0 -852 -857 0
10000.0 -852 -858 0
10000.0 -852 -859 0
10000.0 -852 -860 0
10000.0 -852 -861 0
10000.0 -852 -862 0
10000.0 -852 -863 0
10000.0 -852 -864 0
10000.0 -852 -865 0
10000.0 -852 -866 0
10000.0 -852 -867 0
10000.0 -852 -868 0
10000.0 -852 -869 0
10000.0 -852 -870 0
10000.0 -852 -871 0
10000.0 -852 -872 0
10000.0 -852 -873 0
10000.0 -852 -874 0
10000.0 -852 -875 0
10000.0 -852 -876 0
10000.0 -852 -877 0
10000.0 -852 -878 0
10000.0 -852 -879 0
10000.0 -852 -880 0
10000.0 -852 -881 0
10000.0 -852 -882 0
10000.0 -852 -883 0
10000.0 -852 -884 0
10000.0 -852 -885 0
10000.0 -852 -886 0
10000.0 -852 -887 0
10000.0 -852 -888 0
10000.0 -852 -889 0
10000.0 -852 -890 0
10000.0 -852 -891 0
10000.0 -852 -892 0
10000.0 -852 -893 0
10000.0 -852 -894 0
10000.0 -852 -895 0
10000.0 -853 -854 0
10000.0 -853 -855 0
10000.0 -853 -856 0
10000.0 -853 -857 0
10000.0 -853 -858 0
10000.0 -853 -859 0
10000.0 -853 -860 0
10000.0 -853 -861 0
10000.0 -853 -862 0
10000.0 -853 -863 0
10000.0 -853 -864 0
10000.0 -853 -865 0
10000.0 -853 -866 0
10000.0 -853 -867 0
10000.0 -853 -868 0
10000.0 -853 -869 0
10000.0 -853 -870 0
10000.0 -853 -871 0
10000.0 -853 -872 0
10000.0 -853 -873 0
10000.0 -853 -874 0
10000.0 -853 -875 0
10000.0 -853 -876 0
10000.0 -853 -877 0
10000.0 -853 -878 0
10000.0 -853 -879 0
10000.0 -853 -880 0
10000.0 -853 -881 0
10000.0 -853 -882 0
10000.0 -853 -883 0
10000.0 -853 -884 0
10000.0 -853 -885 0
10000.0 -853 -886 0
10000.0 -853 -887 0
10000.0 -853 -888 0
10000.0 -853 -889 0
10000.0 -853 -890 0
10000.0 -853 -891 0
10000.0 -853 -892 0
10000.0 -853 -893 0
10000.0 -853 -894 0
10000.0 -853 -895 0
10000.0 -854 -855 0
10000.0 -854 -856 0
10000.0 -854 -857 0
10000.0 -854 -858 0
10000.0 -854 -859 0
10000.0 -854 -860 0
10000.0 -854 -861 0
10000.0 -854 -862 0
10000.0 -854 -863 0
10000.0 -854 -864 0
10000.0 -854 -865 0
10000.0 -854 -866 0
10000.0 -854 -867 0
10000.0 -854 -868 0
10000.0 -854 -869 0
10000.0 -854 -870 0
10000.0 -854 -871 0
10000.0 -854 -872 0
10000.0 -854 -873 0
10000.0 -854 -874 0
10000.0 -854 -875 0
10000.0 -854 -876 0
10000.0 -854 -877 0
10000.0 -854 -878 0
10000.0 -854 -879 0
10000.0 -854 -880 0
10000.0 -854 -881 0
10000.0 -854 -882 0
10000.0 -854 -883 0
10000.0 -854 -884 0
10000.0 -854 -885 0
10000.0 -854 -886 0
10000.0 -854 -887 0
10000.0 -854 -888 0
10000.0 -854 -889 0
10000.0 -854 -890 0
10000.0 -854 -891 0
10000.0 -854 -892 0
10000.0 -854 -893 0
10000.0 -854 -894 0
10000.0 -854 -895 0
10000.0 -855 -856 0
10000.0 -855 -857 0
10000.0 -855 -858 0
10000.0 -855 -859 0
10000.0 -855 -860 0
10000.0 -855 -861 0
10000.0 -855 -862 0
10000.0 -855 -863 0
10000.0 -855 -864 0
10000.0 -855 -865 0
10000.0 -855 -866 0
10000.0 -855 -867 0
10000.0 -855 -868 0
10000.0 -855 -869 0
10000.0 -855 -870 0
10000.0 -855 -871 0
10000.0 -855 -872 0
10000.0 -855 -873 0
10000.0 -855 -874 0
10000.0 -855 -875 0
10000.0 -855 -876 0
10000.0 -855 -877 0
10000.0 -855 -878 0
10000.0 -855 -879 0
10000.0 -855 -880 0
10000.0 -855 -881 0
10000.0 -855 -882 0
10000.0 -855 -883 0
10000.0 -855 -884 0
10000.0 -855 -885 0
10000.0 -855 -886 0
10000.0 -855 -887 0
10000.0 -855 -888 0
10000.0 -855 -889 0
10000.0 -855 -890 0
10000.0 -855 -891 0
10000.0 -855 -892 0
10000.0 -855 -893 0
10000.0 -855 -894 0
10000.0 -855 -895 0
10000.0 -856 -857 0
10000.0 -856 -858 0
10000.0 -856 -859 0
10000.0 -856 -860 0
10000.0 -856 -861 0
10000.0 -856 -862 0
10000.0 -856 -863 0
10000.0 -856 -864 0
10000.0 -856 -865 0
10000.0 -856 -866 0
10000.0 -856 -867 0
10000.0 -856 -868 0
10000.0 -856 -869 0
10000.0 -856 -870 0
10000.0 -856 -871 0
10000.0 -856 -872 0
10000.0 -856 -873 0
10000.0 -856 -874 0
10000.0 -856 -875 0
10000.0 -856 -876 0
10000.0 -856 -877 0
10000.0 -856 -878 0
10000.0 -856 -879 0
10000.0 -856 -880 0
10000.0 -856 -881 0
10000.0 -856 -882 0
10000.0 -856 -883 0
10000.0 -856 -884 0
10000.0 -856 -885 0
10000.0 -856 -886 0
10000.0 -856 -887 0
10000.0 -856 -888 0
10000.0 -856 -889 0
10000.0 -856 -890 0
10000.0 -856 -891 0
10000.0 -856 -892 0
10000.0 -856 -893 0
10000.0 -856 -894 0
10000.0 -856 -895 0
10000.0 -857 -858 0
10000.0 -857 -859 0
10000.0 -857 -860 0
10000.0 -857 -861 0
10000.0 -857 -862 0
10000.0 -857 -863 0
10000.0 -857 -864 0
10000.0 -857 -865 0
10000.0 -857 -866 0
10000.0 -857 -867 0
10000.0 -857 -868 0
10000.0 -857 -869 0
10000.0 -857 -870 0
10000.0 -857 -871 0
10000.0 -857 -872 0
10000.0 -857 -873 0
10000.0 -857 -874 0
10000.0 -857 -875 0
10000.0 -857 -876 0
10000.0 -857 -877 0
10000.0 -857 -878 0
10000.0 -857 -879 0
10000.0 -857 -880 0
10000.0 -857 -881 0
10000.0 -857 -882 0
10000.0 -857 -883 0
10000.0 -857 -884 0
10000.0 -857 -885 0
10000.0 -857 -886 0
10000.0 -857 -887 0
10000.0 -857 -888 0
10000.0 -857 -889 0
10000.0 -857 -890 0
10000.0 -857 -891 0
10000.0 -857 -892 0
10000.0 -857 -893 0
10000.0 -857 -894 0
10000.0 -857 -895 0
10000.0 -858 -859 0
10000.0 -858 -860 0
10000.0 -858 -861 0
10000.0 -858 -862 0
10000.0 -858 -863 0
10000.0 -858 -864 0
10000.0 -858 -865 0
10000.0 -858 -866 0
10000.0 -858 -867 0
10000.0 -858 -868 0
10000.0 -858 -869 0
10000.0 -858 -870 0
10000.0 -858 -871 0
10000.0 -858 -872 0
10000.0 -858 -873 0
10000.0 -858 -874 0
10000.0 -858 -875 0
10000.0 -858 -876 0
10000.0 -858 -877 0
10000.0 -858 -878 0
10000.0 -858 -879 0
10000.0 -858 -880 0
10000.0 -858 -881 0
10000.0 -858 -882 0
10000.0 -858 -883 0
10000.0 -858 -884 0
10000.0 -858 -885 0
10000.0 -858 -886 0
10000.0 -858 -887 0
10000.0 -858 -888 0
10000.0 -858 -889 0
10000.0 -858 -890 0
10000.0 -858 -891 0
10000.0 -858 -892 0
10000.0 -858 -893 0
10000.0 -858 -894 0
10000.0 -858 -895 0
10000.0 -859 -860 0
10000.0 -859 -861 0
10000.0 -859 -862 0
10000.0 -859 -863 0
10000.0 -859 -864 0
10000.0 -859 -865 0
10000.0 -859 -866 0
10000.0 -859 -867 0
10000.0 -859 -868 0
10000.0 -859 -869 0
10000.0 -859 -870 0
10000.0 -859 -871 0
10000.0 -859 -872 0
10000.0 -859 -873 0
10000.0 -859 -874 0
10000.0 -859 -875 0
10000.0 -859 -876 0
10000.0 -859 -877 0
10000.0 -859 -878 0
10000.0 -859 -879 0
10000.0 -859 -880 0
10000.0 -859 -881 0
10000.0 -859 -882 0
10000.0 -859 -883 0
10000.0 -859 -884 0
10000.0 -859 -885 0
10000.0 -859 -886 0
10000.0 -859 -887 0
10000.0 -859 -888 0
10000.0 -859 -889 0
10000.0 -859 -890 0
10000.0 -859 -891 0
10000.0 -859 -892 0
10000.0 -859 -893 0
10000.0 -859 -894 0
10000.0 -859 -895 0
10000.0 -860 -861 0
10000.0 -860 -862 0
10000.0 -860 -863 0
10000.0 -860 -864 0
10000.0 -860 -865 0
10000.0 -860 -866 0
10000.0 -860 -867 0
10000.0 -860 -868 0
10000.0 -860 -869 0
10000.0 -860 -870 0
10000.0 -860 -871 0
10000.0 -860 -872 0
10000.0 -860 -873 0
10000.0 -860 -874 0
10000.0 -860 -875 0
10000.0 -860 -876 0
10000.0 -860 -877 0
10000.0 -860 -878 0
10000.0 -860 -879 0
10000.0 -860 -880 0
10000.0 -860 -881 0
10000.0 -860 -882 0
10000.0 -860 -883 0
10000.0 -860 -884 0
10000.0 -860 -885 0
10000.0 -860 -886 0
10000.0 -860 -887 0
10000.0 -860 -888 0
10000.0 -860 -889 0
10000.0 -860 -890 0
10000.0 -860 -891 0
10000.0 -860 -892 0
10000.0 -860 -893 0
10000.0 -860 -894 0
10000.0 -860 -895 0
10000.0 -861 -862 0
10000.0 -861 -863 0
10000.0 -861 -864 0
10000.0 -861 -865 0
10000.0 -861 -866 0
10000.0 -861 -867 0
10000.0 -861 -868 0
10000.0 -861 -869 0
10000.0 -861 -870 0
10000.0 -861 -871 0
10000.0 -861 -872 0
10000.0 -861 -873 0
10000.0 -861 -874 0
10000.0 -861 -875 0
10000.0 -861 -876 0
10000.0 -861 -877 0
10000.0 -861 -878 0
10000.0 -861 -879 0
10000.0 -861 -880 0
10000.0 -861 -881 0
10000.0 -861 -882 0
10000.0 -861 -883 0
10000.0 -861 -884 0
10000.0 -861 -885 0
10000.0 -861 -886 0
10000.0 -861 -887 0
10000.0 -861 -888 0
10000.0 -861 -889 0
10000.0 -861 -890 0
10000.0 -861 -891 0
10000.0 -861 -892 0
10000.0 -861 -893 0
10000.0 -861 -894 0
10000.0 -861 -895 0
10000.0 -862 -863 0
10000.0 -862 -864 0
10000.0 -862 -865 0
10000.0 -862 -866 0
10000.0 -862 -867 0
10000.0 -862 -868 0
10000.0 -862 -869 0
10000.0 -862 -870 0
10000.0 -862 -871 0
10000.0 -862 -872 0
10000.0 -862 -873 0
10000.0 -862 -874 0
10000.0 -862 -875 0
10000.0 -862 -876 0
10000.0 -862 -877 0
10000.0 -862 -878 0
10000.0 -862 -879 0
10000.0 -862 -880 0
10000.0 -862 -881 0
10000.0 -862 -882 0
10000.0 -862 -883 0
10000.0 -862 -884 0
10000.0 -862 -885 0
10000.0 -862 -886 0
10000.0 -862 -887 0
10000.0 -862 -888 0
10000.0 -862 -889 0
10000.0 -862 -890 0
10000.0 -862 -891 0
10000.0 -862 -892 0
10000.0 -862 -893 0
10000.0 -862 -894 0
10000.0 -862 -895 0
10000.0 -863 -864 0
10000.0 -863 -865 0
10000.0 -863 -866 0
10000.0 -863 -867 0
10000.0 -863 -868 0
10000.0 -863 -869 0
10000.0 -863 -870 0
10000.0 -863 -871 0
10000.0 -863 -872 0
10000.0 -863 -873 0
10000.0 -863 -874 0
10000.0 -863 -875 0
10000.0 -863 -876 0
10000.0 -863 -877 0
10000.0 -863 -878 0
10000.0 -863 -879 0
10000.0 -863 -880 0
10000.0 -863 -881 0
10000.0 -863 -882 0
10000.0 -863 -883 0
10000.0 -863 -884 0
10000.0 -863 -885 0
10000.0 -863 -886 0
10000.0 -863 -887 0
10000.0 -863 -888 0
10000.0 -863 -889 0
10000.0 -863 -890 0
10000.0 -863 -891 0
10000.0 -863 -892 0
10000.0 -863 -893 0
10000.0 -863 -894 0
10000.0 -863 -895 0
10000.0 -864 -865 0
10000.0 -864 -866 0
10000.0 -864 -867 0
10000.0 -864 -868 0
10000.0 -864 -869 0
10000.0 -864 -870 0
10000.0 -864 -871 0
10000.0 -864 -872 0
10000.0 -864 -873 0
10000.0 -864 -874 0
10000.0 -864 -875 0
10000.0 -864 -876 0
10000.0 -864 -877 0
10000.0 -864 -878 0
10000.0 -864 -879 0
10000.0 -864 -880 0
10000.0 -864 -881 0
10000.0 -864 -882 0
10000.0 -864 -883 0
10000.0 -864 -884 0
10000.0 -864 -885 0
10000.0 -864 -886 0
10000.0 -864 -887 0
10000.0 -864 -888 0
10000.0 -864 -889 0
10000.0 -864 -890 0
10000.0 -864 -891 0
10000.0 -864 -892 0
10000.0 -864 -893 0
10000.0 -864 -894 0
10000.0 -864 -895 0
10000.0 -865 -866 0
10000.0 -865 -867 0
10000.0 -865 -868 0
10000.0 -865 -869 0
10000.0 -865 -870 0
10000.0 -865 -871 0
10000.0 -865 -872 0
10000.0 -865 -873 0
10000.0 -865 -874 0
10000.0 -865 -875 0
10000.0 -865 -876 0
10000.0 -865 -877 0
10000.0 -865 -878 0
10000.0 -865 -879 0
10000.0 -865 -880 0
10000.0 -865 -881 0
10000.0 -865 -882 0
10000.0 -865 -883 0
10000.0 -865 -884 0
10000.0 -865 -885 0
10000.0 -865 -886 0
10000.0 -865 -887 0
10000.0 -865 -888 0
10000.0 -865 -889 0
10000.0 -865 -890 0
10000.0 -865 -891 0
10000.0 -865 -892 0
10000.0 -865 -893 0
10000.0 -865 -894 0
10000.0 -865 -895 0
10000.0 -866 -867 0
10000.0 -866 -868 0
10000.0 -866 -869 0
10000.0 -866 -870 0
10000.0 -866 -871 0
10000.0 -866 -872 0
10000.0 -866 -873 0
10000.0 -866 -874 0
10000.0 -866 -875 0
10000.0 -866 -876 0
10000.0 -866 -877 0
10000.0 -866 -878 0
10000.0 -866 -879 0
10000.0 -866 -880 0
10000.0 -866 -881 0
10000.0 -866 -882 0
10000.0 -866 -883 0
10000.0 -866 -884 0
10000.0 -866 -885 0
10000.0 -866 -886 0
10000.0 -866 -887 0
10000.0 -866 -888 0
10000.0 -866 -889 0
10000.0 -866 -890 0
10000.0 -866 -891 0
10000.0 -866 -892 0
10000.0 -866 -893 0
10000.0 -866 -894 0
10000.0 -866 -895 0
10000.0 -867 -868 0
10000.0 -867 -869 0
10000.0 -867 -870 0
10000.0 -867 -871 0
10000.0 -867 -872 0
10000.0 -867 -873 0
10000.0 -867 -874 0
10000.0 -867 -875 0
10000.0 -867 -876 0
10000.0 -867 -877 0
10000.0 -867 -878 0
10000.0 -867 -879 0
10000.0 -867 -880 0
10000.0 -867 -881 0
10000.0 -867 -882 0
10000.0 -867 -883 0
10000.0 -867 -884 0
10000.0 -867 -885 0
10000.0 -867 -886 0
10000.0 -867 -887 0
10000.0 -867 -888 0
10000.0 -867 -889 0
10000.0 -867 -890 0
10000.0 -867 -891 0
10000.0 -867 -892 0
10000.0 -867 -893 0
